# Adapted from ../data/utptest_emul.d/vars.txt
28.0503 9660 9705.672 102.108 187.340 1.055
28.5514 8280 9654.477 101.692 186.886 0.777
29.0525 9660 9976.376 89.916 174.756 14.989
29.5533 9660 9917.979 101.742 185.853 2.203
30.0545 9660 9858.223 102.321 187.123 1.793
30.5556 9660 9775.315 101.882 187.029 0.705
31.0567 9660 9693.248 101.849 186.943 0.959
31.5571 9660 9828.308 86.036 176.028 15.120
32.0582 9660 9906.962 100.801 184.752 3.613
32.5594 9660 9846.611 101.776 186.569 0.774
33.0604 9660 9759.778 102.023 187.280 1.254
33.5606 9660 9697.270 101.447 186.772 0.932
34.0617 9660 9772.385 89.305 178.640 13.173
34.5629 9660 9926.619 100.576 184.446 3.985
35.0635 9660 9841.494 101.704 187.053 1.031
35.5647 9660 9800.437 101.320 186.820 0.738
36.0658 9660 9714.570 101.995 187.543 0.857
36.5669 9660 9676.382 101.581 186.482 0.785
37.0676 9660 9955.019 84.879 172.886 14.697
37.5687 9660 9906.085 101.322 185.790 2.984
38.0698 9660 9817.443 101.756 187.333 1.903
38.5709 9660 9767.474 102.021 187.084 0.895
39.0713 9660 9678.364 102.069 187.029 0.763
39.5724 9660 9969.430 80.697 171.244 13.685
40.0735 9660 9896.663 101.908 186.090 2.998
40.5746 9660 9834.490 101.314 186.511 1.269
41.0758 9660 9719.369 102.513 187.514 1.198
41.5769 8280 9648.866 101.696 186.731 0.916
42.078 9660 9916.037 99.599 182.481 8.483
42.5785 9660 9820.011 101.834 186.665 0.582
43.0797 9660 9735.243 102.175 187.153 1.037
43.5805 9660 9664.790 101.462 186.634 0.892
44.0815 9660 9930.843 93.693 177.712 13.013
44.5819 9660 9866.016 101.748 185.912 1.589
45.0831 9660 9763.012 102.615 187.994 1.332
45.5842 9660 9705.256 101.722 187.305 0.969
46.085 8280 9633.276 101.932 187.033 0.778
46.5855 9660 9937.902 100.182 183.517 5.607
47.0865 9660 9862.559 101.661 187.123 1.371
47.5875 9660 9738.476 103.943 188.563 0.601
48.0886 8280 9646.217 102.141 187.560 0.706
48.5897 9660 9944.987 98.999 181.797 8.229
49.0908 9660 9855.526 101.948 186.925 1.073
49.5916 9660 9792.774 101.698 186.440 0.455
50.0926 9660 9696.747 102.250 187.025 1.117
50.5937 9660 9742.289 94.199 181.293 10.248
51.0948 9660 9822.056 102.002 185.738 3.267
51.5955 9660 9757.650 101.037 186.140 1.703
52.0966 9660 9663.418 102.108 187.064 0.712
52.5977 9660 9946.365 93.725 177.784 13.052
53.0989 9660 9870.204 101.239 186.058 1.856
53.5994 9660 9799.563 101.914 186.729 0.692
54.1007 1380 1380.000 103.448 188.206 1.682
54.6016 5520 6395.456 16.542 120.622 45.286
55.1027 8280 8975.404 56.594 135.844 18.256
55.603 9660 9950.516 75.100 158.559 4.549
56.1042 9660 9871.882 101.508 184.496 3.622
56.6053 9660 9799.108 101.969 187.049 0.990
57.1056 9660 9744.390 99.459 185.836 4.745
57.6067 9660 9680.829 101.517 186.457 0.785
58.1078 9660 9944.085 85.498 173.365 13.637
58.6086 9660 9884.469 101.744 186.818 3.465
59.1091 9660 9821.249 101.985 187.218 1.687
59.6102 9660 9766.936 101.760 186.375 0.535
60.1112 8280 9658.487 102.451 187.490 1.145
60.6119 9660 9952.833 96.176 179.334 10.899
61.113 9660 9853.851 102.457 186.762 1.195
61.6135 9660 9754.134 102.226 187.453 2.148
62.1145 9660 9675.506 102.041 186.793 0.759
62.6149 9660 10005.396 82.901 171.062 14.178
63.1154 9660 9919.530 101.445 185.286 1.826
63.6165 9660 9840.864 102.404 187.132 1.245
64.1169 9660 9746.674 102.289 187.540 1.091
64.6181 9660 9673.775 102.483 186.873 0.732
65.1184 9660 9945.166 91.359 176.193 13.358
65.6195 9660 9804.850 109.262 190.644 12.346
66.12 9660 9929.371 81.048 171.374 15.870
66.6211 9660 9906.172 101.785 185.157 3.580
67.1223 9660 9815.783 102.419 187.192 0.899
67.6225 9660 9731.453 101.966 187.079 0.563
68.1232 8280 9659.789 101.209 186.685 1.611
68.6243 9660 9956.790 95.020 178.227 12.051
69.1254 9660 9848.361 102.342 186.605 1.393
69.6264 9660 9775.844 101.829 186.372 0.704
70.1276 9660 9674.869 102.280 187.501 1.125
70.6287 9660 9980.539 81.082 170.616 13.553
71.1298 9660 9879.788 102.299 185.729 2.247
71.6305 9660 9796.004 102.378 189.025 4.682
72.1317 9660 9745.814 102.057 186.978 1.715
72.6328 9660 9679.574 101.451 186.483 0.743
73.1337 9660 9939.122 85.853 173.322 15.350
73.6343 9660 9863.837 101.713 185.690 2.240
74.1354 9660 9758.784 102.862 187.363 0.533
74.6366 9660 9660.877 102.234 186.966 0.945
75.1373 9660 9972.215 93.061 177.012 13.421
75.6384 9660 9913.970 101.433 185.839 1.992
76.1396 9660 9839.891 101.639 186.704 1.946
76.6407 9660 9757.781 102.337 187.312 0.735
77.1409 9660 9720.498 96.757 185.104 9.489
77.6416 8280 9637.271 102.072 186.513 0.787
78.1427 9660 9885.698 100.793 183.277 5.941
78.6439 9660 9812.055 101.371 186.025 1.205
79.1442 9660 9706.464 101.934 186.830 1.003
79.6454 9660 9672.900 97.095 183.654 7.546
80.1465 9660 9893.977 99.740 183.503 4.678
80.6475 9660 9804.541 102.656 187.055 1.095
81.1476 9660 9703.214 102.395 187.016 0.799
81.6486 9660 9780.612 88.911 178.040 13.366
82.1497 9660 9879.170 102.099 185.233 4.550
82.6502 9660 9799.700 101.817 186.895 1.043
83.1513 9660 9701.614 102.226 186.916 0.795
83.6525 9660 9781.902 89.114 178.129 12.987
84.1536 9660 9756.750 110.615 191.344 11.468
84.6547 9660 9741.165 92.043 181.122 12.270
85.1558 9660 9881.797 101.998 184.825 4.502
85.6564 9660 9805.439 102.169 186.257 0.683
86.1575 9660 9688.232 102.389 187.019 1.288
86.6587 9660 9903.388 83.036 172.777 14.145
87.1592 9660 9872.405 101.461 185.285 2.842
87.6604 9660 9770.599 102.560 187.176 0.632
88.1614 9660 9667.172 102.350 187.056 1.026
88.6626 9660 9951.871 93.353 177.222 13.001
89.1633 9660 9855.634 101.997 186.387 1.347
89.6641 9660 9780.668 102.226 186.646 1.095
90.1651 9660 9688.384 101.843 187.412 1.550
90.6662 9660 9824.545 86.408 175.484 14.532
91.1668 9660 9856.529 102.348 187.116 6.105
91.6679 9660 9818.253 101.142 185.664 1.314
92.169 9660 9673.447 103.213 188.306 2.298
92.6702 9660 9950.268 85.779 173.451 13.806
93.1703 9660 9860.532 101.886 186.132 2.021
93.6714 9660 9784.146 103.101 187.255 1.732
94.1725 8280 9652.763 102.593 187.212 0.987
94.6731 9660 9935.948 97.904 180.440 10.647
95.1737 9660 9821.615 102.586 186.823 1.042
95.6748 9660 9733.291 102.696 186.918 0.609
96.1759 9660 9737.711 92.304 180.624 12.050
96.6761 9660 9905.421 101.914 184.823 5.423
97.1772 9660 9802.695 102.138 188.181 4.249
97.6783 9660 9763.855 102.092 186.941 1.177
98.1792 9660 9666.800 102.056 186.749 0.994
98.6803 9660 9942.581 91.649 176.201 13.370
99.1814 9660 9848.422 102.001 185.942 1.249
99.6825 9660 9766.025 102.030 186.432 0.681
100.183 8280 9646.201 102.721 186.920 0.899
100.684 9660 9921.040 98.644 180.947 8.826
101.185 9660 9807.149 102.544 186.874 1.036
101.686 9660 9728.627 102.178 186.747 0.784
102.187 9660 9721.964 92.954 180.731 11.364
102.688 9660 9904.682 101.369 184.241 5.808
103.189 9660 9779.942 102.899 188.233 3.046
103.69 9660 9709.603 102.431 186.618 1.296
104.19 9660 9908.058 82.835 172.040 15.069
104.691 9660 9865.120 101.746 185.486 3.277
105.193 9660 9848.822 96.607 186.112 7.028
105.694 9660 9720.691 109.751 191.443 9.481
106.194 9660 9938.265 79.070 168.941 14.660
106.695 9660 9718.631 109.614 191.273 8.164
107.196 9660 9895.772 83.614 173.051 15.368
107.697 9660 9875.894 101.751 185.238 3.995
108.198 9660 9754.265 102.828 187.111 0.389
108.698 9660 9664.751 102.408 187.305 1.004
109.2 9660 9935.191 93.691 177.204 12.545
109.701 9660 9837.427 102.503 186.497 1.788
110.202 9660 9732.917 102.208 187.108 1.425
110.702 9660 9663.741 101.759 186.194 0.771
111.203 9660 9972.575 90.831 175.973 14.527
111.704 9660 9896.905 101.920 185.519 1.771
112.205 9660 9794.950 102.211 186.877 0.717
112.706 9660 9709.606 102.167 186.619 1.086
113.206 9660 9844.203 85.282 174.967 14.399
113.708 9660 9922.236 101.617 184.745 3.870
114.208 9660 9802.042 103.106 187.186 0.727
114.709 9660 9696.524 103.057 187.184 0.456
115.21 9660 9955.006 81.339 171.026 14.119
115.712 9660 9866.715 102.268 185.665 2.650
116.212 9660 9753.408 102.266 186.948 1.236
116.713 9660 9674.319 102.065 187.120 1.236
117.215 9660 9928.775 91.910 177.327 11.983
117.716 9660 9848.678 102.173 185.805 1.551
118.216 9660 9719.506 102.494 189.443 5.551
118.717 9660 9684.091 102.188 186.516 0.937
119.218 9660 9983.689 84.842 171.895 14.489
119.719 9660 9890.652 102.270 185.459 2.460
120.22 9660 9779.725 102.556 186.858 0.989
120.722 9660 9676.170 102.657 186.558 0.535
121.223 9660 9956.375 89.070 174.362 14.309
121.723 9660 9862.253 102.372 185.973 2.185
122.224 9660 9703.899 106.714 189.737 4.319
122.725 9660 9948.606 91.587 176.091 14.037
123.227 9660 9810.631 102.908 186.754 2.202
123.728 9660 9728.810 102.152 186.594 1.855
124.228 9660 9870.612 84.517 175.048 13.758
124.729 9660 9889.971 101.927 185.219 3.186
125.23 9660 9774.130 103.150 187.022 0.614
125.731 9660 9668.263 102.720 186.617 0.635
126.232 9660 9940.666 91.962 175.635 14.233
126.733 9660 9851.726 102.074 185.533 1.379
127.234 9660 9719.644 103.520 187.438 0.577
127.735 9660 9817.285 87.032 175.895 14.767
128.236 9660 9854.135 102.326 186.109 4.438
128.736 9660 9789.489 102.428 186.288 1.487
129.237 8280 9655.363 103.003 187.374 1.107
129.739 9660 9911.073 97.439 179.365 11.280
130.239 9660 9787.112 102.513 186.413 1.088
130.74 9660 9666.547 104.044 188.129 1.604
131.241 9660 9974.079 93.068 177.394 13.846
131.743 9660 9890.335 102.989 186.196 2.476
132.243 9660 9766.843 102.797 186.946 0.944
132.744 9660 9671.127 102.901 186.719 0.569
133.245 9660 9961.098 91.077 175.137 13.980
133.746 9660 9849.612 102.597 185.921 1.357
134.247 9660 9755.040 102.892 186.759 1.423
134.748 1380 1380.000 102.892 186.759 1.423
135.249 5520 6336.781 18.025 121.133 43.836
135.75 8280 8993.885 56.510 134.948 19.740
136.25 9660 9899.027 75.644 158.079 3.075
136.751 9660 9864.389 102.062 183.543 5.356
137.252 9660 9785.150 102.625 186.848 1.665
137.752 9660 9683.351 103.244 187.694 0.848
138.253 1380 1380.000 103.244 187.694 0.848
138.754 5520 6349.647 17.303 120.423 45.466
139.254 8280 9028.231 60.542 137.879 20.572
139.755 1380 1380.000 74.644 154.612 10.313
140.256 5520 6384.516 13.766 110.251 30.991
140.757 8280 9070.373 60.624 137.121 22.355
141.257 9660 9952.388 75.804 158.194 2.674
141.758 9660 9847.625 102.836 184.323 5.244
142.259 9660 9710.942 103.032 186.885 1.270
142.76 9660 9753.860 90.398 178.350 13.288
143.26 9660 9801.445 105.008 186.965 6.726
143.761 9660 9706.352 102.529 186.880 0.848
144.262 9660 9943.755 81.701 170.719 14.305
144.763 9660 9850.999 102.554 185.789 3.377
145.264 9660 9727.927 102.799 186.865 0.838
145.765 8280 9646.519 101.832 186.329 1.694
146.266 9660 9936.477 93.661 176.340 14.247
146.767 9660 9831.494 102.979 186.236 1.856
147.268 9660 9696.440 103.283 187.489 0.627
147.768 9660 9905.859 83.351 172.619 13.869
148.268 8280 9374.662 91.785 183.358 30.917
148.769 9660 9948.096 93.866 174.805 13.844
149.27 9660 9806.301 103.166 185.914 1.566
149.771 9660 9683.491 102.892 187.011 0.793
150.272 9660 9939.664 88.872 174.146 14.929
150.773 9660 9832.007 102.439 185.658 1.502
151.274 9660 9693.658 103.230 187.507 0.807
151.775 9660 9908.901 83.200 172.263 14.300
152.276 9660 9842.597 102.775 185.616 3.128
152.777 9660 9747.836 102.647 186.603 0.525
153.278 9660 9722.909 93.172 180.603 11.501
153.778 9660 9883.611 102.460 184.826 5.361
154.279 9660 9777.574 102.312 186.581 1.444
154.78 9660 9666.294 103.010 186.695 0.569
155.281 9660 9960.599 94.030 177.956 13.837
155.782 9660 9908.763 99.643 184.593 6.235
156.283 9660 9788.336 102.526 186.820 0.759
156.784 9660 9684.200 102.995 186.711 0.908
157.285 9660 9956.374 86.189 172.637 13.819
157.786 9660 9856.917 102.438 185.210 2.314
158.287 9660 9731.799 102.977 187.013 0.845
158.787 8280 9626.105 102.881 186.537 0.382
159.288 9660 9918.703 100.037 182.603 7.244
159.789 9660 9836.264 102.705 186.025 0.771
160.29 9660 9689.858 103.587 187.461 0.669
160.791 9660 9897.281 83.822 172.242 14.018
161.292 9660 9828.001 102.833 185.905 3.950
161.793 9660 9711.674 102.435 186.412 1.390
162.294 9660 9934.249 81.839 171.162 14.177
162.795 9660 9894.600 102.562 184.999 2.970
163.296 9660 9758.330 103.317 187.092 0.633
163.797 8280 9641.920 103.104 186.684 0.504
164.298 9660 9931.007 98.991 181.804 8.241
164.799 9660 9843.765 103.138 186.291 1.027
165.3 9660 9702.904 103.488 187.146 0.923
165.801 9660 9848.655 85.471 173.966 14.088
166.302 9660 9807.454 102.871 185.738 3.000
166.802 9660 9693.390 103.323 186.814 1.049
167.303 9660 9926.133 86.827 173.880 14.309
167.804 9660 9830.176 102.207 185.397 1.864
168.305 9660 9698.539 102.813 186.740 0.915
168.806 9660 9851.056 85.673 174.023 14.009
169.307 9660 9822.792 102.210 185.056 2.042
169.808 9660 9701.108 103.611 187.046 0.927
170.309 9660 9943.345 82.008 170.729 14.022
170.809 9660 9822.618 103.066 185.656 2.828
171.31 9660 9682.388 103.213 186.887 0.998
171.811 9660 9934.356 89.480 174.206 14.306
172.312 9660 9780.476 103.739 186.568 2.282
172.813 9660 9674.515 102.826 186.746 0.968
173.314 9660 9951.390 92.223 175.434 14.448
173.814 9660 9806.031 103.468 186.261 1.657
174.315 9660 9667.466 103.319 187.154 0.758
174.816 9660 9938.483 94.125 176.928 13.713
175.317 9660 9781.200 103.715 187.471 1.907
175.818 9660 9683.312 103.597 187.135 1.138
176.319 9660 9944.071 86.642 172.463 14.264
176.819 9660 9847.634 102.251 184.702 2.728
177.32 1380 1380.000 102.251 184.702 2.728
177.821 5520 6336.754 18.185 120.027 42.952
178.322 8280 9056.077 56.380 134.983 16.404
178.823 9660 9914.374 75.792 158.178 4.500
179.324 9660 9840.406 102.563 185.721 5.079
